TC-F027,UACC-2873,UACC-1012,UACC-1529,UACC-647,WM1791-C,UACC-827,HA-A,UACC-930,UACC-903,UACC-1097,M93-47,TD-1720,TD-1638,TD-1730,TD-1376-3,TC-1376-3,TD-1384,UACC-1022,A-375,UACC-3093,UACC-383,UACC-457,M92-001,UACC-2534,UACC-1273,UACC-1256,UACC-502,UACC-091,M91-054,M93-007
-0.463487985347707,-0.634238776357945,-0.00656495909431529,0.892117953300826,-0.212776805695196,-0.258212647408593,1.99774122705092,1.28417278616170,1.46635215126716,-1.56475406372994,0.0358723699842725,2.12924666418509,-0.768839652664213,0.342625776247328,-0.475978473637860,1.29855214682510,0.944366109163323,-0.989709791570777,-0.835071452415500,1.13383524265934,-0.248238586755736,0.792807663169399,0.339950341022980,1.35723101668353,1.42179735714022,0.786609152925753,0.999455781367672,1.37704107558603,0.565466596060555,0.406148967965065,1.05087778843815
-0.272578911989020,0.0333828679075114,-0.921727724499485,-1.83023887386078,-0.00350915161622689,-0.153355484184438,1.48065967951514,1.16946275539396,-1.07528858963396,0.120625109350957,0.442426835082074,-0.269739638720361,1.09247157327275,0.644918061375196,-0.475978473637860,1.10615385909982,1.89553530758855,-1.94127759835491,0.847140175304232,0.650052282382700,0.602775892074658,1.14440233132203,0.593968938512171,0.146992264869773,1.34599517798853,2.21904761146451,-0.433693387860112,1.09512585153221,1.32064434696555,0.406148967965065,-0.563788944993141
-0.272578911989020,-0.286873327780640,-0.764999751691643,-3.00581838394893,-0.0216481422928429,-0.103196202455040,0.0203712678345618,-0.341174854525308,-0.660712608442670,-0.338343483673659,0.0530888315822795,0.537210146970632,0.211767920851310,-0.226857234887351,-0.475978473637860,-0.146305076539643,-0.215790424663209,-0.165176698015200,0.704010542320790,0.460456056373165,-0.350007767516480,-0.317888643098801,-0.200849643857771,-0.179489775731263,0.453359997943227,0.157444538712833,-0.389292340945735,-0.190367168415347,0.196446019533592,0.421820764693495,-0.202176097121670
-0.0425534986036727,-0.548943676062274,-0.954690791609284,-2.38955683968341,-0.562903637142128,-0.573147174073797,-0.146121894382274,0.210561870188886,-0.980040355152692,0.356708285525271,-0.107305747652574,0.788759534076404,0.678564709519869,0.879423401421178,0.562854223524824,0.876237583083200,-0.981919730878873,-0.515533950576934,1.09763988940660,-0.102515558731928,-0.329128570652018,-0.167848135204588,-0.640433155709460,-0.0183391917477020,-0.383229029699922,-0.256939707970126,-0.597991932118291,-0.554958947395309,0.0498619527825793,-0.319922948268368,-0.00594092372570791
-0.931377315654623,-0.413911047225559,-0.485771008493415,-0.536771759191892,-0.192814771591277,-0.551710156959372,-0.510569802443813,-0.688647317618827,-0.858804892372889,-1.29381942510579,-0.0166587005203544,0.697609806659086,-0.768839652664213,-0.384730971880001,-0.0170276160973372,-1.28075983164792,-0.925056172004454,-0.961043617983851,-0.114665442459996,-0.161563330290123,-0.701175197174053,-0.703933669319070,-0.877620497501123,-0.404022172344069,-0.0638211011212661,-0.139884872452351,-0.647721702400929,-0.407925364958498,-0.421002003957409,-0.518486897685198,-0.800942584767596
-0.318209504500531,0.952657696833622,-0.676829036270737,-0.933612904488507,-0.424274898722318,-1.15668763021746,-0.659312749112404,0.584479197339389,-0.00308122753062065,-0.522100258800263,-1.11545605614690,0.139399334165784,-0.622358823218573,-1.24568147737192,-1.28601722514277,-0.285352671951658,0.500107527063063,-0.430989088965378,0.636770966288616,-0.612628931834412,-0.414334681655439,-0.188352331557848,-0.546061407719400,-0.897744824113677,-0.0444852604283455,0.157444538712833,-0.525798818284500,-0.323949990608219,0.248706403414026,-0.0989071505047628,-0.886827059350113
0.643441783217741,-0.466909070619703,-0.826144686039909,-1.29132822306104,-0.636023759463252,-1.38139440475508,-1.03170669233555,-1.08845749105211,-1.31393150549300,-0.619149538217204,-1.47848961714538,0.417908436507599,-1.53504690538641,-0.460840100291320,-0.475978473637860,0.237804038466670,1.15274820036197,0.209621664418931,0.646565190586215,1.24888297291159,0.868710090050920,-0.961595339037670,-0.906472968630877,0.249218793455873,-1.58274777014292,-0.318270048346044,-0.303541331106522,-0.296615607180049,-0.326542839202965,-0.184103167739234,0.255876127396266
0.455346740697719,-0.493907047898500,-0.110160610803850,-0.399341996701598,-0.273895648756135,-0.170400448410268,0.106565905399632,-2.54675739063162,0.174213477692898,-0.586391124651341,-1.62818144975317,0.400350735452700,-0.0257361183707294,0.0990699511026957,-0.475978473637860,0.0200646489218253,0.128205339116837,-0.698863097989499,0.0834710542914533,0.700818655657517,-0.754421321590983,-0.536957295219823,-0.333434221385483,0.265697376589492,-0.430644043320850,0.173573733831756,-0.241720557916871,-0.242887651503936,-0.0677522352954868,-0.367559413679443,0.558121731426673
-0.143024492577896,0.607910385072240,-0.131576980877683,-0.993668697061484,-0.469417879986426,-0.594850496344649,0.00262105228631682,-0.843923691099644,1.08843596397188,0.241375023721942,-0.608522895281569,0.382658491315561,0.426168241644633,-1.27970044848974,-0.0170276160973372,-0.269209523866174,0.0877836747317998,-0.0305497860326923,1.11197642213010,0.249057471296031,-0.0275799181901226,0.237786773252559,0.262409848730448,-0.0572733944522050,-0.0833754305132070,0.327794311032567,-0.673092921933838,-0.216479877408396,0.316287178201925,0.390340297916984,0.103015736387546
-1.44845300226781,-0.0533485644323953,-0.921727724499485,-0.421542723974890,0.0499345840625152,-0.0384815828211660,0.653101318709594,-0.270199769086971,1.17649387616739,0.772369132449027,-0.449311043963741,0.847586322997918,0.659949734588799,-0.740144303940209,-0.164598056886366,-0.933094389184372,-1.23528166119912,-1.70197940007483,-0.0984486734633099,-0.858348636273414,-0.987157445173011,-0.961595339037670,-0.394089809532647,-0.310767224913387,-0.143400166956030,0.282820511830190,-0.833027106236554,0.0323787397832703,0.299609220038350,0.0218096536687776,0.0492941471439554
